mandateId|lastUpdateDate|creditorId|creditorName|creditorAccountNumber|creditorSortCode|creditorIban|creditorBic|debtorName|debtorAccountNumber|debtorSortCode|debtorIban|debtorBic|debtorEmail|debtorPhone|mandateReference|mandateType|frequency|status|signatureDate|effectiveDate|expiryDate|maxAmountPerTransaction|maxAmountPerMonth|maxTransactionsPerMonth|currency|description|schemeType
MND-0000000264|2024-02-18 18:38:02|CRED000280|British Heart Foundation|50011012|40-70-17|GB65NWBK40701750011012|MIDLGB2S|Poppy Moore|76477190|10-17-03|GB95NWBK10170376477190|BARCGB21|poppy.moore@virginmedia.com|+447904013525|REF-BRIT-855146|ONE_OFF|ONE_OFF|ACTIVE|2025-06-07|2025-07-07|2028-07-07|2860.56|14302.80|4|GBP|Membership fee|SEPA_B2B
MND-0000000265|2026-02-19 15:29:46|CRED000675|Bulb Energy Ltd|73436834|13-34-58|GB81NWBK13345873436834|BARCIE22|Arthur Wilson|26175485|52-24-21|GB71NWBK52242126175485|NWBKGB22|arthurwilson414@virginmedia.com|+447702409275|REF-BULB-658856|RECURRING|MONTHLY|ACTIVE|2025-02-25|2025-03-17|2029-03-17|957.44|957.44|1|GBP|Mortgage payment|SEPA_CORE
MND-0000000266|2026-02-19 15:29:46|CRED000754|Google Payment Ltd|65516169|15-17-28|GB36NWBK15172865516169|TSBSIE2S|Laura Brown|66665139|14-39-44|GB61NWBK14394466665139|SWINGBMM|laura.brown@virginmedia.com|+447905298081|REF-GOOG-617813|RECURRING|QUARTERLY|ACTIVE|2020-04-12|2020-04-28|2024-04-28|3297.95|3297.95|3|GBP|Monthly subscription|BACS
MND-0000000267|2026-02-19 15:29:46|CRED000159|Anglian Water Services|61822017|36-59-28|GB86NWBK36592861822017|RBOSGB21|Archie Bennett|90116217|33-99-32|GB33NWBK33993290116217|MIDLGB2S|archie_bennett@talktalk.net|+447801781932|REF-ANGL-836490|ONE_OFF|ONE_OFF|PENDING|2025-10-01|2025-10-25|2029-10-25|397.98|9020.13|7|EUR|Service subscription|SEPA_CORE
MND-0000000268|2026-02-19 15:29:46|CRED000897|Tesco Personal Finance|38176646|80-72-41|GB81NWBK80724138176646|NWBKGB22|Eva O'Brien|08839356|18-60-26|GB45NWBK18602608839356|NATWIE21|evao'brien@aol.com|+447900879795|REF-TESC-018372|RECURRING|ANNUALLY|ACTIVE|2021-06-30|2021-07-23|2022-07-23|4170.43|9356.00|3|GBP|Mortgage payment|SEPA_CORE
MND-0000000269|2024-08-17 22:20:50|CRED000920|WWF UK|19769329|30-66-82|GB16NWBK30668219769329|LOYDGB22|Sophia Scott|98832678|59-74-76|GB81NWBK59747698832678|HSBCGB2S|sophia16@icloud.com|+447708801104|REF-WWF-399373|ONE_OFF|ONE_OFF|PENDING|2024-04-20|2024-04-29|2029-04-29|1760.66|8803.30|8|GBP|Loan repayment|BACS
MND-0000000270|2024-10-17 04:38:02|CRED000655|Ovo Energy Limited|40816922|72-42-10|GB74NWBK72421040816922|HSBCGBMM|Jacob Morris|77603707|59-59-99|GB42NWBK59599977603707|NWBKGBMM|jacob89@gmail.com|+447707483886|REF-OVO-457920|RECURRING|QUARTERLY|ACTIVE|2024-10-27|2024-11-09|2026-11-09|3575.96|3575.96|9|GBP|Gym membership|SEPA_B2B
MND-0000000271|2023-02-16 19:38:20|CRED000987|Oxfam GB|30204451|35-71-53|GB16NWBK35715330204451|LOYDGB21|Sebastian Walsh|71497604|09-32-93|GB50NWBK09329371497604|BARCIE21|sebastianwalsh@aol.com|+447703158940|REF-OXFA-163386|ONE_OFF|ONE_OFF|PENDING|2026-09-16|2026-09-28|2028-09-28|2837.76|14188.80|9|GBP|Phone contract|SEPA_CORE
MND-0000000272|2026-02-19 15:29:46|CRED000378|Spotify AB|00470386|40-78-69|GB19NWBK40786900470386|LOYDGB2S|Matilda Robinson|78722876|44-26-16|GB69NWBK44261678722876|LOYDGB21|matilda12@virginmedia.com|+447702477785|REF-SPOT-103153|RECURRING|FORTNIGHTLY|PENDING|2025-06-15|2025-07-03|2027-07-03|924.12|924.12|8|GBP|Monthly subscription|BACS
MND-0000000273|2026-02-19 15:29:46|CRED000138|United Utilities Water|65158381|60-48-69|GB57NWBK60486965158381|MIDLGBMM|Mohammed Hughes|45075032|13-77-81|GB42NWBK13778145075032|BARCGB22|mohammed.hughes42@btinternet.com|+447702618418|REF-UNIT-009486|ONE_OFF|ONE_OFF|ACTIVE|2021-04-14|2021-04-15|2024-04-15|372.22|744.44|10|EUR|Regular savings|SEPA_CORE
MND-0000000274|2023-12-27 18:28:19|CRED000173|Sky UK Limited|97437831|83-00-14|GB28NWBK83001497437831|SANTGB2L|Poppy Singh|32316194|90-39-41|GB42NWBK90394132316194|NATWGB2S|poppysingh@virginmedia.com|+447906287970|REF-SKY-477181|RECURRING|ANNUALLY|ACTIVE|2023-05-09|2023-05-26|2027-05-26|4195.27|16781.08|8|GBP|Monthly subscription|BACS
MND-0000000275|2026-02-19 15:29:46|CRED000169|National Trust Membership|73976866|30-39-53|GB72NWBK30395373976866|TSBSIE2L|Logan Byrne|21172203|11-96-88|GB34NWBK11968821172203|NATWGB22|logan_byrne@btinternet.com|+447904357955|REF-NATI-841400|ONE_OFF|FORTNIGHTLY|ACTIVE|2025-02-17|2025-03-05|2030-03-05|315.97|3710.34|10|GBP|Phone contract|SEPA_B2B
MND-0000000276|2026-02-19 15:29:46|CRED000905|Aviva Insurance Ltd|46890415|83-87-03|GB71NWBK83870346890415|HSBCGB21|Jacob Walker|17453186|08-56-18|GB96NWBK08561817453186|NATWGB22|jacob.walker38@yahoo.co.uk|+447802307511|REF-AVIV-773685|RECURRING|FORTNIGHTLY|ACTIVE|2026-01-24|2026-01-25|2029-01-25|695.32|7987.59|3|EUR|Rent payment|SEPA_CORE
MND-0000000277|2023-04-11 07:52:15|CRED000074|PureGym Limited|79912500|48-61-98|GB91NWBK48619879912500|MIDLGB2S|Mark Smith|80501355|49-15-71|GB81NWBK49157180501355|RBOSIE21|mark.smith@icloud.com|+447804261458|REF-PURE-272088|RECURRING|QUARTERLY|ACTIVE|2024-04-12|2024-04-13|2026-04-13|1901.08|7604.32|8|GBP|Utility bill payment|SEPA_B2B
MND-0000000278|2026-02-19 15:29:46|CRED000621|Oxfam GB|84354948|38-02-69|GB49NWBK38026984354948|RBOSGB21|Jack Brown|24615199|10-64-28|GB64NWBK10642824615199|NATWGB22|jack_brown@sky.com|+447701077965|REF-OXFA-999784|RECURRING|ANNUALLY|ACTIVE|2022-02-20|2022-02-22|2026-02-22|128.25|128.25|9|EUR|Membership fee|SEPA_CORE
MND-0000000279|2026-02-19 15:29:46|CRED000896|Greenpeace UK|12443128|32-87-95|GB64NWBK32879512443128|NWBKGB2L|Alice Johnson|07885671|15-49-98|GB29NWBK15499807885671|NWBKGB2S|alice.johnson@icloud.com|+447806164954|REF-GREE-545280|RECURRING|ANNUALLY|PENDING|2026-11-25|2026-12-24|2030-12-24|457.51|9460.05|6|EUR|Revised direct debit|SEPA_CORE
MND-0000000280|2026-02-19 15:29:46|CRED000877|Netflix International|25710104|54-37-35|GB13NWBK54373525710104|TSBSGB22|Muhammad Sharma|77752045|18-77-18|GB21NWBK18771877752045|SANTGB2L|muhammad.sharma@hotmail.com|+447700508667|REF-NETF-661691|RECURRING|WEEKLY|SUSPENDED|2024-09-18|2024-10-12|2029-10-12|1627.00|4881.00|12|GBP|Insurance premium|BACS
MND-0000000281|2026-02-19 15:29:46|CRED000203|RSPCA Donations|09672521|46-92-44|GB49NWBK46924409672521|TSBSGB21|Grace Hill|75520306|89-29-02|GB40NWBK89290275520306|SWINGBMM|grace.hill227@gmail.com|+447908491448|REF-RSPC-484992|ONE_OFF|ONE_OFF|PENDING|2026-05-12|2026-06-06|2029-06-06|1240.24|3406.14|5|GBP|Rent payment|SEPA_CORE
MND-0000000282|2024-02-22 11:07:42|CRED000710|United Utilities Water|96747346|47-14-45|GB78NWBK47144596747346|SANTIE2L|Eva Brown|04522073|80-57-38|GB62NWBK80573804522073|RBOSIE2L|eva.brown@icloud.com|+447806506668|REF-UNIT-932809|ONE_OFF|ONE_OFF|ACTIVE|2024-02-25|2024-03-01|2028-03-01|4178.22|20891.10|6|GBP|Regular savings|SEPA_CORE
MND-0000000283|2026-02-19 15:29:46|CRED000165|United Utilities Water|12726241|11-84-34|GB54NWBK11843412726241|SWINGBMM|Isabella Ryan|79665951|57-94-65|GB72NWBK57946579665951|HSBCGB21|isabella.ryan@sky.com|+447701517042|REF-UNIT-628109|ONE_OFF|ONE_OFF|ACTIVE|2026-01-13|2026-01-15|2030-01-15|2222.28|11111.40|1|GBP|Membership fee|BACS
MND-0000000284|2025-08-06 05:31:24|CRED000282|Shell Energy Retail|34529885|50-01-97|GB84NWBK50019734529885|MIDLGB21|Elsie King|13102851|74-55-49|GB64NWBK74554913102851|HSBCGB2S|elsie34@yahoo.co.uk|+447701440603|REF-SHEL-402899|ONE_OFF|ONE_OFF|SUSPENDED|2022-05-18|2022-05-21|2023-05-21|1723.38|5170.14|2|GBP|Charity donation|BACS
MND-0000000285|2026-01-15 03:14:20|CRED000044|Now TV Limited|03962158|08-29-67|GB92NWBK08296703962158|SWINGB2L|Benjamin Edwards|86466178|48-30-78|GB43NWBK48307886466178|NATWGB22|benjamin15@talktalk.net|+447807057622|REF-NOW-575666|RECURRING|QUARTERLY|ACTIVE|2022-06-08|2022-07-05|2025-07-05|1172.69|1172.69|9|GBP|Council tax|SEPA_B2B
MND-0000000286|2026-02-19 15:29:46|CRED000555|Severn Trent Water|58027995|89-92-34|GB99NWBK89923458027995|BARCGB21|Sophia McCarthy|52312423|37-21-51|GB17NWBK37215152312423|NWBKGB22|sophiamccarthy@sky.com|+447806883208|REF-SEVE-453472|ONE_OFF|MONTHLY|ACTIVE|2026-10-02|2026-10-11|2030-10-11|1897.22|9159.57|5|GBP|Service subscription|BACS
MND-0000000287|2026-02-19 15:29:46|CRED000858|British Heart Foundation|29971656|34-88-01|GB81NWBK34880129971656|NATWGB22|Poppy Harrison|12314510|36-35-93|GB37NWBK36359312314510|SWINGB21|poppy57@sky.com|+447801881670|REF-BRIT-652012|RECURRING|MONTHLY|SUSPENDED|2022-12-27|2022-12-28|2024-12-28|3850.72|3850.72|4|EUR|Updated payment plan|SEPA_CORE
MND-0000000288|2026-02-19 15:29:46|CRED000572|Northumbrian Water|73419191|13-98-07|GB74NWBK13980773419191|RBOSGB2S|Evie Edwards|54846120|44-99-62|GB68NWBK44996254846120|NWBKGB2L|evie_edwards@talktalk.net|+447706561674|REF-NORT-419036|ONE_OFF|ONE_OFF|ACTIVE|2024-06-12|2024-07-07|2026-07-07|4508.25|438.21|2|EUR|Insurance premium|SEPA_CORE
MND-0000000289|2026-05-26 20:31:30|CRED000619|EDF Energy Customers Plc|81290890|87-82-65|GB99NWBK87826581290890|SWINGB2S|Freddie Griffiths|32508153|82-09-24|GB94NWBK82092432508153|HSBCGB2L|freddie57@outlook.com|+447701142220|REF-EDF-530307|ONE_OFF|ONE_OFF|ACTIVE|2021-03-05|2021-03-30|2023-03-30|2814.45|14072.25|9|GBP|Insurance premium|BACS
MND-0000000290|2026-02-19 15:29:46|CRED000120|Tesco Personal Finance|63611224|35-54-58|GB73NWBK35545863611224|RBOSGB2S|Hannah Griffiths|45495607|10-41-12|GB43NWBK10411245495607|NWBKIE2L|hannah.griffiths@virginmedia.com|+447900625764|REF-TESC-466548|RECURRING|ANNUALLY|ACTIVE|2025-12-22|2026-01-01|2027-01-01|3830.90|12527.68|4|GBP|Regular savings|BACS
MND-0000000291|2025-05-08 03:52:09|CRED000114|AA Membership Services|17111669|38-63-30|GB28NWBK38633017111669|BARCIE2L|Phoebe Davis|07376913|08-95-62|GB15NWBK08956207376913|NWBKGBMM|phoebe.davis@talktalk.net|+447708910989|REF-AAM-693572|ONE_OFF|ONE_OFF|ACTIVE|2021-02-12|2021-02-19|2024-02-19|4028.07|16112.28|1|GBP|Phone contract|BACS
MND-0000000292|2026-01-22 09:16:40|CRED000621|Admiral Insurance|05667358|55-40-33|GB46NWBK55403305667358|NWBKGB2L|Isla Hill|73660283|32-30-08|GB25NWBK32300873660283|NATWIE21|isla.hill45@yahoo.co.uk|+447703481607|REF-ADMI-665452|ONE_OFF|ONE_OFF|PENDING|2021-06-27|2021-07-21|2024-07-21|693.79|2081.37|6|GBP|Gym membership|BACS
MND-0000000293|2026-02-19 15:29:46|CRED000220|National Trust Membership|28532680|12-80-44|GB72NWBK12804428532680|BARCGB22|Sebastian Begum|16373475|54-29-28|GB52NWBK54292816373475|NATWGB2S|sebastian.begum79@icloud.com|+447700851808|REF-NATI-733441|ONE_OFF|ONE_OFF|CANCELLED|2023-11-17|2023-11-24|2024-11-24|1286.45|6432.25|4|GBP|Mortgage payment|BACS
MND-0000000294|2024-10-19 01:07:49|CRED000104|Direct Line Insurance|91536701|80-96-01|GB29NWBK80960191536701|SANTGBMM|Charles O'Brien|72114174|35-39-75|GB80NWBK35397572114174|NATWGBMM|charles.o'brien9@aol.com|+447904281837|REF-DIRE-853831|ONE_OFF|ONE_OFF|ACTIVE|2021-04-08|2021-04-13|2024-04-13|3503.24|17516.20|10|GBP|Monthly subscription|BACS
MND-0000000295|2026-11-27 15:39:18|CRED000566|Tesco Personal Finance|93183548|12-89-12|GB51NWBK12891293183548|TSBSGB2L|Charlotte Watson|04487062|31-09-52|GB20NWBK31095204487062|NATWGB2S|charlottewatson@virginmedia.com|+447908283330|REF-TESC-162297|RECURRING|FORTNIGHTLY|PENDING|2021-09-03|2021-09-15|2026-09-15|3531.26|3531.26|5|GBP|TV subscription|SEPA_CORE
MND-0000000296|2026-02-19 15:29:46|CRED000665|RAC Motoring Services|40461561|55-03-99|GB98NWBK55039940461561|NATWIEMM|Jacob Begum|73387918|08-99-41|GB64NWBK08994173387918|SWINGB21|jacob_begum@btinternet.com|+447703432897|REF-RAC-080382|ONE_OFF|ONE_OFF|PENDING|2023-11-18|2023-11-25|2026-11-25|4966.60|13006.56|7|GBP|Gym membership|BACS
MND-0000000297|2026-02-19 15:29:46|CRED000344|Northumbrian Water|67471807|04-20-57|GB45NWBK04205767471807|HSBCGB22|Sebastian Davies|47047814|83-35-13|GB88NWBK83351347047814|HSBCGB22|sebastian.davies97@outlook.com|+447809085171|REF-NORT-992667|ONE_OFF|ONE_OFF|CANCELLED|2021-09-24|2021-10-24|2023-10-24|795.95|4659.45|8|GBP|Insurance premium|BACS
MND-0000000298|2026-02-19 15:29:46|CRED000403|RAC Motoring Services|07964189|87-04-27|GB70NWBK87042707964189|NATWGB2S|Oscar Ali|79985625|32-74-45|GB48NWBK32744579985625|MIDLGB22|oscar.ali95@hotmail.com|+447701686516|REF-RAC-842914|ONE_OFF|ANNUALLY|PENDING|2020-01-02|2020-01-14|2024-01-14|227.75|227.75|18|GBP|Service subscription|BACS
MND-0000000299|2024-06-05 05:12:20|CRED000673|Paramount Plus UK|34501750|54-15-53|GB89NWBK54155334501750|TSBSGBMM|Mohammed Ryan|15450128|35-52-72|GB85NWBK35527215450128|SWINGB22|mohammed1@aol.com|+447901605888|REF-PARA-150463|ONE_OFF|ONE_OFF|ACTIVE|2024-05-23|2024-06-19|2027-06-19|3863.28|19316.40|2|GBP|Rent payment|BACS
MND-0000000300|2025-01-23 06:47:51|CRED000634|Tesco Personal Finance|40432927|57-69-41|GB11NWBK57694140432927|LOYDIE22|Mark Green|40196475|20-39-26|GB48NWBK20392640196475|BARCIE21|mark.green69@sky.com|+447908466836|REF-TESC-446860|RECURRING|WEEKLY|PENDING|2026-08-24|2026-09-07|2028-09-07|2503.98|12519.90|6|EUR|Service subscription|SEPA_CORE
MND-0000000301|2026-02-19 15:29:46|CRED000058|RSPCA Donations|61579645|11-20-62|GB65NWBK11206261579645|LOYDGB2S|Ella Jackson|65176204|57-15-73|GB43NWBK57157365176204|LOYDIE2L|ella74@gmail.com|+447901211949|REF-RSPC-108919|RECURRING|WEEKLY|ACTIVE|2023-09-28|2023-10-14|2024-10-14|2409.80|2409.80|8|GBP|Monthly subscription|BACS
MND-0000000302|2026-02-19 15:29:46|CRED000423|Save the Children UK|10401059|57-19-08|GB70NWBK57190810401059|SWINGB21|Chloe O'Connor|86977483|51-27-49|GB13NWBK51274986977483|BARCGB2L|chloe_o'connor@virginmedia.com|+447809060959|REF-SAVE-979585|ONE_OFF|WEEKLY|ACTIVE|2026-06-12|2026-06-28|2028-06-28|658.53|3292.65|12|GBP|TV subscription|SEPA_CORE
MND-0000000303|2023-05-17 23:24:55|CRED000711|WWF UK|10226177|56-11-76|GB71NWBK56117610226177|HSBCGB2L|Elsie Shaw|38233276|50-23-34|GB90NWBK50233438233276|TSBSGB2L|elsie_shaw@aol.com|+447809660718|REF-WWF-819351|ONE_OFF|ONE_OFF|ACTIVE|2023-06-26|2023-07-05|2024-07-05|1278.30|2556.60|2|GBP|Gym membership|SEPA_CORE
MND-0000000304|2026-02-19 15:29:46|CRED000795|Dropbox UK Ltd|08021675|18-09-29|GB50NWBK18092908021675|HSBCGB2L|Lisa Price|62932033|15-46-31|GB95NWBK15463162932033|BARCIE2S|lisa11@sky.com|+447805003937|REF-DROP-882730|RECURRING|QUARTERLY|SUSPENDED|2023-02-12|2023-03-14|2028-03-14|1396.12|4188.36|10|GBP|Service subscription|BACS
MND-0000000305|2024-09-06 22:19:19|CRED000645|WWF UK|05256846|01-69-05|GB22NWBK01690505256846|HSBCGB22|Jacob Smith|78776225|91-04-12|GB52NWBK91041278776225|SWINGB2S|jacob.smith@yahoo.co.uk|+447904296123|REF-WWF-495565|ONE_OFF|ONE_OFF|ACTIVE|2020-11-28|2020-12-26|2023-12-26|3997.81|11993.43|5|GBP|Phone contract|SEPA_B2B
MND-0000000306|2026-11-11 03:21:46|CRED000620|RSPCA Donations|99172645|56-61-27|GB69NWBK56612799172645|RBOSGB21|Thomas Harrison|47707672|05-66-07|GB80NWBK05660747707672|LOYDGB2S|thomas_harrison@btinternet.com|+447705969282|REF-RSPC-945885|ONE_OFF|ONE_OFF|ACTIVE|2023-05-19|2023-06-02|2026-06-02|4530.22|18120.88|10|GBP|Energy bill|SEPA_CORE
MND-0000000307|2026-02-19 15:29:46|CRED000262|Scottish Power Energy|50196588|36-99-58|GB68NWBK36995850196588|BARCGB2L|Freya Cook|76083313|72-82-36|GB22NWBK72823676083313|NATWGB2L|freya.cook@talktalk.net|+447905485364|REF-SCOT-711672|ONE_OFF|FORTNIGHTLY|PENDING|2021-10-04|2021-10-06|2023-10-06|281.39|8360.36|12|GBP|Council tax|BACS
MND-0000000308|2026-02-19 15:29:46|CRED000366|Adobe Systems UK|54525097|51-92-58|GB83NWBK51925854525097|HSBCGBMM|Paul Baker|00333836|70-63-01|GB58NWBK70630100333836|RBOSGBMM|paul.baker6@gmail.com|+447901483537|REF-ADOB-859761|ONE_OFF|ONE_OFF|ACTIVE|2022-01-31|2022-02-23|2023-02-23|555.53|2222.12|6|EUR|Updated payment plan|SEPA_CORE
MND-0000000309|2026-02-19 15:29:46|CRED000096|Gymbox Ltd|60100968|57-88-38|GB56NWBK57883860100968|BARCIEMM|Benjamin Kumar|80997875|52-87-39|GB55NWBK52873980997875|MIDLGBMM|benjamin_kumar309@btinternet.com|+447801233818|REF-GYMB-634557|ONE_OFF|ONE_OFF|ACTIVE|2023-07-08|2023-08-06|2028-08-06|228.62|914.48|2|GBP|Revised direct debit|BACS
MND-0000000310|2026-10-03 03:13:49|CRED000904|Shell Energy Retail|53211023|83-23-77|GB13NWBK83237753211023|LOYDIE21|Leo Thompson|45291602|19-13-49|GB40NWBK19134945291602|LOYDIE22|leo.thompson@btinternet.com|+447801974420|REF-SHEL-484197|ONE_OFF|ONE_OFF|PENDING|2022-12-11|2022-12-12|2025-12-12|1536.91|1536.91|4|GBP|Monthly subscription|BACS
MND-0000000311|2026-02-19 15:29:46|CRED000542|Aviva Insurance Ltd|11376855|40-93-18|GB35NWBK40931811376855|RBOSGB2S|Charles Patel|23356198|42-73-11|GB53NWBK42731123356198|LOYDIE2S|charles_patel257@hotmail.com|+447801197928|REF-AVIV-023277|RECURRING|MONTHLY|ACTIVE|2022-09-19|2022-10-09|2027-10-09|2203.85|5812.60|4|GBP|Charity donation|BACS
MND-0000000312|2026-02-19 15:29:46|CRED000215|O2 UK Limited|08811184|48-83-47|GB67NWBK48834708811184|SWINIE22|Matilda Cook|19507609|30-11-51|GB89NWBK30115119507609|HSBCIE22|matilda_cook@gmail.com|+447800665843|REF-OU-863862|ONE_OFF|ONE_OFF|ACTIVE|2021-04-19|2021-05-03|2025-05-03|3337.51|2292.96|19|GBP|Water rates|BACS
MND-0000000313|2023-10-31 00:45:56|CRED000572|Shell Energy Retail|81483822|49-86-35|GB50NWBK49863581483822|HSBCGB21|Lily Ali|90851185|57-85-61|GB86NWBK57856190851185|NATWGB2S|lilyali@outlook.com|+447704519758|REF-SHEL-951936|RECURRING|MONTHLY|ACTIVE|2020-01-13|2020-01-24|2023-01-24|555.57|2222.28|9|GBP|Phone contract|BACS
MND-0000000314|2026-02-19 15:29:46|CRED000509|Dropbox UK Ltd|61360526|16-51-01|GB26NWBK16510161360526|SANTIE2L|Noah Jones|56524616|23-30-76|GB75NWBK23307656524616|RBOSGB2L|noah.jones@outlook.com|+447702313336|REF-DROP-282272|RECURRING|FORTNIGHTLY|SUSPENDED|2025-05-21|2025-06-08|2027-06-08|1691.42|3382.84|3|GBP|Energy bill|BACS
MND-0000000315|2026-02-19 15:29:46|CRED000787|PureGym Limited|00826458|45-79-89|GB76NWBK45798900826458|SANTGBMM|Mohammed McCarthy|83928760|47-09-91|GB62NWBK47099183928760|RBOSGBMM|mohammed_mccarthy@aol.com|+447901373487|REF-PURE-511541|RECURRING|ANNUALLY|SUSPENDED|2025-04-14|2025-04-22|2028-04-22|4219.30|21096.50|20|GBP|Club dues|BACS
MND-0000000316|2026-02-19 15:29:46|CRED000902|Gymbox Ltd|30920845|34-94-45|GB60NWBK34944530920845|SANTGB22|Sophia Shaw|10045771|11-86-53|GB72NWBK11865310045771|MIDLGB2S|sophia64@gmail.com|+447705025581|REF-GYMB-275539|RECURRING|FORTNIGHTLY|PENDING|2021-08-17|2021-09-13|2023-09-13|2556.36|10225.44|3|GBP|Service subscription|BACS
MND-0000000317|2023-01-26 22:46:51|CRED000087|Northumbrian Water|52523397|01-38-16|GB82NWBK01381652523397|SANTGB2L|Charles Davis|78161756|89-22-19|GB47NWBK89221978161756|HSBCGB2S|charles_davis@talktalk.net|+447802696484|REF-NORT-702337|RECURRING|MONTHLY|ACTIVE|2025-07-02|2025-07-29|2030-07-29|3959.87|19799.35|5|GBP|Broadband service|SEPA_CORE
MND-0000000318|2026-10-23 05:01:35|CRED000105|Scottish Power Energy|60435113|38-53-94|GB53NWBK38539460435113|LOYDGB21|Alexander Shaw|26640157|31-03-41|GB90NWBK31034126640157|NATWIE2S|alexander.shaw69@sky.com|+447905001821|REF-SCOT-123348|ONE_OFF|ONE_OFF|ACTIVE|2022-09-13|2022-09-20|2024-09-20|3385.42|13541.68|6|GBP|Rent payment|BACS
MND-0000000319|2023-08-06 14:55:41|CRED000958|Save the Children UK|95053917|83-68-06|GB77NWBK83680695053917|MIDLGB2L|Muhammad Byrne|22130621|15-33-62|GB97NWBK15336222130621|LOYDIE22|muhammad.byrne@aol.com|+447902527688|REF-SAVE-258418|RECURRING|QUARTERLY|ACTIVE|2025-11-27|2025-12-24|2026-12-24|4010.12|8020.24|6|GBP|Broadband service|SEPA_B2B
MND-0000000320|2024-02-09 16:10:06|CRED000799|Manchester City Council|96438209|73-58-04|GB95NWBK73580496438209|LOYDGB2L|Noah Robinson|33674663|38-32-28|GB16NWBK38322833674663|NATWIE22|noah60@yahoo.co.uk|+447901549312|REF-MANC-030272|ONE_OFF|ONE_OFF|ACTIVE|2024-05-11|2024-05-24|2029-05-24|1585.05|7925.25|8|GBP|Energy bill|SEPA_CORE
MND-0000000321|2025-05-18 15:20:21|CRED000750|O2 UK Limited|67536384|53-74-78|GB52NWBK53747867536384|MIDLGB22|Sophie Wright|41489320|70-39-98|GB73NWBK70399841489320|SWINGB2L|sophie.wright@icloud.com|+447904547527|REF-OU-286978|ONE_OFF|ONE_OFF|ACTIVE|2022-03-15|2022-03-29|2024-03-29|275.75|827.25|9|GBP|Insurance premium|BACS
MND-0000000322|2026-02-19 15:29:46|CRED000999|British Gas Services Ltd|57566152|56-83-09|GB23NWBK56830957566152|RBOSIE2L|George Hill|77160018|54-46-88|GB22NWBK54468877160018|RBOSIE22|george.hill288@icloud.com|+447801881155|REF-BRIT-609487|ONE_OFF|ONE_OFF|ACTIVE|2023-02-23|2023-03-13|2024-03-13|3955.14|15820.56|9|GBP|Monthly subscription|SEPA_B2B
MND-0000000323|2023-12-08 03:09:17|CRED000286|South West Water Ltd|78595022|44-73-43|GB49NWBK44734378595022|NWBKIEMM|Ella Scott|90031731|07-83-67|GB95NWBK07836790031731|NWBKGBMM|ellascott@sky.com|+447701745368|REF-SOUT-684635|ONE_OFF|ONE_OFF|SUSPENDED|2026-05-23|2026-06-15|2028-06-15|4831.71|4831.71|6|GBP|Club dues|SEPA_CORE
MND-0000000324|2026-02-19 15:29:46|CRED000484|Severn Trent Water|28564591|35-09-80|GB97NWBK35098028564591|LOYDGB22|Ethan Cook|78741697|82-70-81|GB23NWBK82708178741697|RBOSGB2S|ethan68@hotmail.com|+447700730166|REF-SEVE-491934|ONE_OFF|ONE_OFF|ACTIVE|2024-12-15|2024-12-22|2028-12-22|3785.56|10597.68|8|GBP|Charity donation|BACS
MND-0000000325|2026-02-19 15:29:46|CRED000968|Adobe Systems UK|60520541|16-28-74|GB39NWBK16287460520541|NWBKIE2S|Noah Martin|31939337|36-69-97|GB98NWBK36699731939337|BARCGB21|noah767@icloud.com|+447905675268|REF-ADOB-929199|ONE_OFF|WEEKLY|ACTIVE|2026-03-19|2026-04-15|2030-04-15|810.89|4054.45|3|GBP|TV subscription|SEPA_CORE
MND-0000000326|2026-02-19 15:29:46|CRED000525|Save the Children UK|65393046|60-94-40|GB59NWBK60944065393046|RBOSGB2L|Henry Shaw|10982485|41-87-72|GB49NWBK41877210982485|NATWGB2L|henry39@btinternet.com|+447900084771|REF-SAVE-773572|RECURRING|ANNUALLY|ACTIVE|2023-11-21|2023-12-19|2026-12-19|4014.72|8029.44|6|GBP|Rent payment|BACS
MND-0000000327|2026-02-19 15:29:46|CRED000271|Yorkshire Water Services|14176262|44-00-32|GB97NWBK44003214176262|SANTGB21|Lucas Taylor|88368692|48-59-06|GB46NWBK48590688368692|NWBKGB2L|lucas.taylor@btinternet.com|+447905265958|REF-YORK-355100|RECURRING|QUARTERLY|ACTIVE|2022-08-17|2022-09-16|2023-09-16|3025.06|3025.06|17|GBP|Regular savings|SEPA_CORE
MND-0000000328|2023-09-26 06:12:38|CRED000165|Apple Services|27789582|31-41-13|GB53NWBK31411327789582|LOYDIEMM|Andrew Brown|64720569|11-15-59|GB61NWBK11155964720569|NWBKGB2L|andrewbrown@gmail.com|+447701584761|REF-APPL-163502|RECURRING|MONTHLY|PENDING|2026-09-10|2026-10-05|2031-10-05|1762.94|7051.76|2|GBP|Gym membership|BACS
MND-0000000329|2026-02-19 15:29:46|CRED000816|Netflix International|05788995|10-26-36|GB62NWBK10263605788995|SANTGB22|Oscar Clarke|27976587|20-73-51|GB23NWBK20735127976587|MIDLIE2S|oscar.clarke654@gmail.com|+447702535265|REF-NETF-566846|ONE_OFF|ONE_OFF|PENDING|2021-12-09|2021-12-17|2023-12-17|132.39|132.39|5|GBP|Monthly subscription|BACS
